assay_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue,assay_cell_type,assay_subcellular_fraction,tid,relationship_type,confidence_score,curated_by,src_id,src_assay_id,chembl_id,cell_id,bao_format,tissue_id,variant_id,aidx
893007,67989,"Pre-emergence herbicidal activity against Lolium rigidum seeds assessed as concentration required to suppress shoot growth at 25 degC after 72 hr by laboratory-based agar medium bioassay",F,,,"Lolium rigidum",89674,,,,,107413,N,1,Autocuration,1,505202,CHEMBL3048482,,BAO_0000218,,,CLD0
893008,67989,"Pre-emergence herbicidal activity against Lolium rigidum seeds assessed as concentration required to suppress seed germination at 25 degC after 72 hr by laboratory-based agar medium bioassay",F,,,"Lolium rigidum",89674,,,,,107413,N,1,Autocuration,1,505203,CHEMBL3048766,,BAO_0000218,,,CLD0
893009,67989,"Pre-emergence herbicidal activity against Lolium rigidum seeds assessed as concentration required to suppress root growth at 25 degC after 72 hr by laboratory-based agar medium bioassay",F,,,"Lolium rigidum",89674,,,,,107413,N,1,Autocuration,1,505201,CHEMBL3048767,,BAO_0000218,,,CLD0
893010,67989,"Pre-emergence herbicidal activity against Raphanus sativus var.Long scarlet (radish) seeds assessed as concentration required to suppress seed germination at 25 degC after 72 hr by laboratory-based agar medium bioassay",F,,,"Raphanus sativus",3726,"var.Long scarlet",,,,100703,N,1,Autocuration,1,505200,CHEMBL3048768,,BAO_0000218,,,CLD0
893011,67989,"Pre-emergence herbicidal activity against Raphanus sativus var.Long scarlet (radish) seeds assessed as concentration required to suppress shoot growth at 25 degC after 72 hr by laboratory-based agar medium bioassay",F,,,"Raphanus sativus",3726,"var.Long scarlet",,,,100703,N,1,Autocuration,1,505199,CHEMBL3048769,,BAO_0000218,,,CLD0
893012,67989,"Pre-emergence herbicidal activity against Raphanus sativus var.Long scarlet (radish) seeds assessed as concentration required to suppress root growth at 25 degC after 72 hr by laboratory-based agar medium bioassay",F,,,"Raphanus sativus",3726,"var.Long scarlet",,,,100703,N,1,Autocuration,1,505198,CHEMBL3048770,,BAO_0000218,,,CLD0
893014,67990,"Herbicidal activity against Oryza sativa (rice) (M-104) Oryza sativa L assessed as mortality measured after 3 days at 5 mg/ml by foliar spraying",A,,,"Oryza sativa",4530,M-104,,,,50335,N,1,Autocuration,1,510434,CHEMBL3048772,,BAO_0000218,,,CLD0
893015,67990,"Herbicidal activity against  Triticum aestivum PR 1404 (wheat) assessed as mortality measured after 3 days at 5 mg/ml by foliar spraying",A,,,"Triticum aestivum",4565,"PR 1404",,,,50403,N,1,Autocuration,1,510433,CHEMBL3048773,,BAO_0000218,,,CLD0
893016,67990,"Herbicidal activity against Zea mays L (maize) assessed as mortality measured after 3 days at 5 mg/ml by foliar spraying",A,,,"Zea mays",4577,,,,,50337,N,1,Autocuration,1,510432,CHEMBL3048774,,BAO_0000218,,,CLD0
893060,68062,"Post-emergence herbicidal activity against Brassica juncea assessed as inhibition at 75 g/hectare by green house assay",F,,,"Brassica juncea",3707,,,,,101687,N,1,Autocuration,1,502733,CHEMBL3050077,,BAO_0000218,,,CLD0
893061,68062,"Post-emergence herbicidal activity against Chenopodium album assessed as inhibition at 75 g/hectare by green house assay",F,,,"Chenopodium album",3559,,,,,101719,N,1,Autocuration,1,502732,CHEMBL3050078,,BAO_0000218,,,CLD0
893062,68062,"Post-emergence herbicidal activity against Brassica rapa subsp. oleifera assessed as inhibition at 75 g/hectare by green house assay",F,,,"Brassica rapa subsp. oleifera",145471,,,,,106959,N,1,Autocuration,1,502731,CHEMBL3050079,,BAO_0000218,,,CLD0
893063,68062,"Post-emergence herbicidal activity against Brassica oleracea assessed as inhibition at 75 g/hectare by green house assay",F,,,"Brassica oleracea",3712,,,,,107146,N,1,Autocuration,1,502730,CHEMBL3050080,,BAO_0000218,,,CLD0
893064,68062,"Post-emergence herbicidal activity against Monochoria vaginalis assessed as inhibition at 75 g/hectare by green house assay",F,,,"Monochoria vaginalis",44972,,,,,106960,N,1,Autocuration,1,502729,CHEMBL3050081,,BAO_0000218,,,CLD0
893065,68062,"Post-emergence herbicidal activity against Ammannia baccifera assessed as inhibition at 75 g/hectare by green house assay",F,,,"Ammannia baccifera",162022,,,,,107225,N,1,Autocuration,1,502728,CHEMBL3050082,,BAO_0000218,,,CLD0
893066,68062,"Post-emergence herbicidal activity against Raphanus sativus (radish) assessed as inhibition at 75 g/hectare by green house assay",F,,,"Raphanus sativus",3726,,,,,100703,N,1,Autocuration,1,502727,CHEMBL3050083,,BAO_0000218,,,CLD0
893067,68062,"Post-emergence herbicidal activity against Ipomoea nil (Japanese morning glory) assessed as inhibition at 75 g/hectare by green house assay",F,,,"Ipomoea nil",35883,,,,,106767,N,1,Autocuration,1,502726,CHEMBL3050084,,BAO_0000218,,,CLD0
893068,68062,"Post-emergence herbicidal activity against Brassica rapa subsp. chinensis assessed as inhibition at 75 g/hectare by green house assay",F,,,"Brassica rapa subsp. chinensis",93385,,,,,106961,N,1,Autocuration,1,502725,CHEMBL3050085,,BAO_0000218,,,CLD0
893069,68062,"Post-emergence herbicidal activity against Amaranthus retroflexus assessed as inhibition at 75 g/hectare by green house assay",F,,,"Amaranthus retroflexus",124763,,,,,101646,N,1,Autocuration,1,502724,CHEMBL3050086,,BAO_0000218,,,CLD0
893070,68062,"Post-emergence herbicidal activity against Brassica juncea assessed as inhibition at 150 g/hectare by green house assay",F,,,"Brassica juncea",3707,,,,,101687,N,1,Autocuration,1,502723,CHEMBL3050087,,BAO_0000218,,,CLD0
893071,68062,"Post-emergence herbicidal activity against Chenopodium album assessed as inhibition at 150 g/hectare by green house assay",F,,,"Chenopodium album",3559,,,,,101719,N,1,Autocuration,1,502722,CHEMBL3050088,,BAO_0000218,,,CLD0
893072,68062,"Post-emergence herbicidal activity against Brassica rapa subsp. oleifera assessed as inhibition at 150 g/hectare by green house assay",F,,,"Brassica rapa subsp. oleifera",145471,,,,,101689,N,1,Autocuration,1,502721,CHEMBL3050089,,BAO_0000218,,,CLD0
893073,68062,"Post-emergence herbicidal activity against Brassica oleracea assessed as inhibition at 150 g/hectare by green house assay",F,,,"Brassica oleracea",3712,,,,,107146,N,1,Autocuration,1,502720,CHEMBL3050090,,BAO_0000218,,,CLD0
893074,68062,"Post-emergence herbicidal activity against Monochoria vaginalis assessed as inhibition at 150 g/hectare by green house assay",F,,,"Monochoria vaginalis",44972,,,,,106960,N,1,Autocuration,1,502719,CHEMBL3050091,,BAO_0000218,,,CLD0
893075,68062,"Post-emergence herbicidal activity against Ammannia baccifera assessed as inhibition at 150 g/hectare by green house assay",F,,,"Ammannia baccifera",162022,,,,,107225,N,1,Autocuration,1,502718,CHEMBL3050092,,BAO_0000218,,,CLD0
893076,68062,"Post-emergence herbicidal activity against Raphanus sativus (radish) assessed as inhibition at 150 g/hectare by green house assay",F,,,"Raphanus sativus",3726,,,,,100703,N,1,Autocuration,1,502717,CHEMBL3050093,,BAO_0000218,,,CLD0
893077,68062,"Post-emergence herbicidal activity against Ipomoea nil (Japanese morning glory) assessed as inhibition at 150 g/hectare by green house assay",F,,,"Ipomoea nil",35883,,,,,106767,N,1,Autocuration,1,502716,CHEMBL3050094,,BAO_0000218,,,CLD0
893078,68062,"Post-emergence herbicidal activity against Amaranthus retroflexus assessed as inhibition at 150 g/hectare by green house assay",F,,,"Amaranthus retroflexus",124763,,,,,101646,N,1,Autocuration,1,502714,CHEMBL3050095,,BAO_0000218,,,CLD0
893079,68062,"Post-emergence herbicidal activity against Brassica rapa subsp. chinensis assessed as inhibition at 150 g/hectare by green house assay",F,,,"Brassica rapa subsp. chinensis",93385,,,,,106961,N,1,Autocuration,1,502715,CHEMBL3050096,,BAO_0000218,,,CLD0
893080,68062,"Post-emergence herbicidal activity against Eclipta prostrata assessed as inhibition at 75 g/hectare treated at two-leaf stage by green house assay",F,,,"Eclipta prostrata",53719,,,,,107227,N,1,Autocuration,1,502713,CHEMBL3050097,,BAO_0000218,,,CLD0
893081,68062,"Post-emergence herbicidal activity against Eclipta prostrata assessed as inhibition at 37.5 g/hectare treated at two-leaf stage by green house assay",F,,,"Eclipta prostrata",53719,,,,,107227,N,1,Autocuration,1,502712,CHEMBL3050098,,BAO_0000218,,,CLD0
893082,68062,"Post-emergence herbicidal activity against Amaranthus retroflexus assessed as inhibition at 37.5 g/hectare treated at two-leaf stage by green house assay",F,,,"Amaranthus retroflexus",124763,,,,,101646,N,1,Autocuration,1,502710,CHEMBL3050099,,BAO_0000218,,,CLD0
893083,68062,"Post-emergence herbicidal activity against Amaranthus retroflexus assessed as inhibition at 75 g/hectare treated at two-leaf stage by green house assay",F,,,"Amaranthus retroflexus",124763,,,,,101646,N,1,Autocuration,1,502711,CHEMBL3050100,,BAO_0000218,,,CLD0
893084,68062,"Post-emergence herbicidal activity against Brassica juncea assessed as inhibition at 75 g/hectare treated at two-leaf stage by green house assay",F,,,"Brassica juncea",3707,,,,,101687,N,1,Autocuration,1,502709,CHEMBL3050101,,BAO_0000218,,,CLD0
893085,68062,"Post-emergence herbicidal activity against Brassica juncea assessed as inhibition at 37.5 g/hectare treated at two-leaf stage by green house assay",F,,,"Brassica juncea",3707,,,,,101687,N,1,Autocuration,1,502708,CHEMBL3050102,,BAO_0000218,,,CLD0
893086,68062,"Post-emergence herbicidal activity against Digitaria sanguinalis (hairy crabgrass) assessed as inhibition at 75 g/hectare treated at one-leaf stage by green house assay",F,,,"Digitaria sanguinalis",121769,,,,,101772,N,1,Autocuration,1,502707,CHEMBL3050103,,BAO_0000218,,,CLD0
893087,68062,"Post-emergence herbicidal activity against Digitaria sanguinalis (hairy crabgrass) assessed as inhibition at 37.5 g/hectare treated at one-leaf stage by green house assay",F,,,"Digitaria sanguinalis",121769,,,,,101772,N,1,Autocuration,1,502706,CHEMBL3050402,,BAO_0000218,,,CLD0
893088,68062,"Post-emergence herbicidal activity against Setaria viridis (green foxtail) assessed as inhibition at 75 g/hectare treated at one-leaf stage by green house assay",F,,,"Setaria viridis",4556,,,,,50402,N,1,Autocuration,1,502705,CHEMBL3050403,,BAO_0000218,,,CLD0
893089,68062,"Post-emergence herbicidal activity against Setaria viridis (green foxtail) assessed as inhibition at 37.5 g/hectare treated at one-leaf stage by green house assay",F,,,"Setaria viridis",4556,,,,,50402,N,1,Autocuration,1,502704,CHEMBL3050404,,BAO_0000218,,,CLD0
893090,68062,"Post-emergence herbicidal activity against Echinochloa crus-galli (barnyard grass) assessed as inhibition at 75 g/hectare treated at one-leaf stage by green house assay",F,,,"Echinochloa crus-galli",90397,,,,,50059,N,1,Autocuration,1,502703,CHEMBL3050405,,BAO_0000218,,,CLD0
893091,68062,"Post-emergence herbicidal activity against Echinochloa crus-galli (barnyard grass) assessed as inhibition at 37.5 g/hectare treated at one-leaf stage by green house assay",F,,,"Echinochloa crus-galli",90397,,,,,50059,N,1,Autocuration,1,502702,CHEMBL3050406,,BAO_0000218,,,CLD0
893092,68062,"Post-emergence herbicidal activity against Eclipta prostrata assessed as inhibition at 150 g/hectare treated at two-leaf stage by green house assay",F,,,"Eclipta prostrata",53719,,,,,107227,N,1,Autocuration,1,502701,CHEMBL3052000,,BAO_0000218,,,CLD0
893093,68062,"Post-emergence herbicidal activity against Amaranthus retroflexus assessed as inhibition at 150 g/hectare treated at two-leaf stage by green house assay",F,,,"Amaranthus retroflexus",124763,,,,,101646,N,1,Autocuration,1,502700,CHEMBL3052001,,BAO_0000218,,,CLD0
893094,68062,"Post-emergence herbicidal activity against Brassica juncea assessed as inhibition at 150 g/hectare treated at two-leaf stage by green house assay",F,,,"Brassica juncea",3707,,,,,101687,N,1,Autocuration,1,502699,CHEMBL3052002,,BAO_0000218,,,CLD0
893095,68062,"Post-emergence herbicidal activity against Abutilon theophrasti (velvetleaf) assessed as inhibition at 150 g/hectare treated at two-leaf stage by green house assay",F,,,"Abutilon theophrasti",3631,,,,,101626,N,1,Autocuration,1,502698,CHEMBL3052003,,BAO_0000218,,,CLD0
893096,68062,"Post-emergence herbicidal activity against Digitaria sanguinalis (hairy crabgrass) assessed as inhibition at 150 g/hectare treated at one-leaf stage by green house assay",F,,,"Digitaria sanguinalis",121769,,,,,101772,N,1,Autocuration,1,502697,CHEMBL3052004,,BAO_0000218,,,CLD0
893097,68062,"Post-emergence herbicidal activity against Echinochloa crus-galli (barnyard grass) assessed as inhibition at 150 g/hectare treated at one-leaf stage by green house assay",F,,,"Echinochloa crus-galli",90397,,,,,50059,N,1,Autocuration,1,502695,CHEMBL3052005,,BAO_0000218,,,CLD0
893098,68062,"Post-emergence herbicidal activity against Setaria viridis (green foxtail) assessed as inhibition at 150 g/hectare treated at one-leaf stage by green house assay",F,,,"Setaria viridis",4556,,,,,50402,N,1,Autocuration,1,502696,CHEMBL3052006,,BAO_0000218,,,CLD0
893356,67945,"Mycoherbicidal activity against Cirsium arvense (Canada thistle) assessed as decrease in length of necrotic lesions at 1 mg/ml by leaf-disk puncture assay",F,,,"Cirsium arvense",41550,,,,,106768,N,1,Autocuration,1,510745,CHEMBL3050354,,BAO_0000218,,,CLD0
893357,67945,"Mycoherbicidal activity against Trifolium pratense (red clover) assessed as decrease in length of necrotic lesions at 1 mg/ml by leaf-disk puncture assay",F,,,"Trifolium pratense",57577,,,,,106875,N,1,Autocuration,1,510743,CHEMBL3050355,,BAO_0000218,,,CLD0
893358,67945,"Mycoherbicidal activity against Elymus repens (couch grass) assessed as decrease in length of necrotic lesions at 1 mg/ml by leaf-disk puncture assay",F,,,"Elymus repens",52152,,,,,106966,N,1,Autocuration,1,510744,CHEMBL3050356,,BAO_0000218,,,CLD0
893359,67945,"Mycoherbicidal activity against Sonchus arvensis (field sow-thistle) assessed as decrease in length of necrotic lesions at 1 mg/ml by leaf-disk puncture assay",F,,,"Sonchus arvensis",50192,,,,,106876,N,1,Autocuration,1,510741,CHEMBL3050357,,BAO_0000218,,,CLD0
893360,67945,"Mycoherbicidal activity against Cannabis sativa (hemp) assessed as decrease in length of necrotic lesions at 1 mg/ml by leaf disk puncture assay",F,,,"Cannabis sativa",3483,,,,,107230,N,1,Autocuration,1,510742,CHEMBL3050358,,BAO_0000218,,,CLD0
893361,67945,"Mycoherbicidal activity against Chenopodium album assessed as decrease in length of necrotic lesions at 1 mg/ml by leaf-disk puncture assay",F,,,"Chenopodium album",3559,,,,,101719,N,1,Autocuration,1,510739,CHEMBL3050359,,BAO_0000218,,,CLD0
893362,67945,"Mycoherbicidal activity against Rosa pendulina assessed as decrease in length of necrotic lesions at 1 mg/ml by leaf-disk puncture assay",F,,,"Rosa pendulina",74642,,,,,107065,N,1,Autocuration,1,510740,CHEMBL3050360,,BAO_0000218,,,CLD0
893363,67945,"Mycoherbicidal activity against Hordeum vulgare (barley) assessed as decrease in length of necrotic lesions at 1 mg/ml by leaf-disk puncture assay",F,,,"Hordeum vulgare",4513,,,,,106968,N,1,Autocuration,1,510737,CHEMBL3052090,,BAO_0000218,,,CLD0
893364,67945,"Mycoherbicidal activity against Phleum pratense (timothy grass) assessed as decrease in length of necrotic lesions at 1 mg/ml by leaf-disk puncture assay",F,,,"Phleum pratense",15957,,,,,107316,N,1,Autocuration,1,510738,CHEMBL3052091,,BAO_0000218,,,CLD0
893365,67945,"Mycoherbicidal activity against Taraxacum officinale (dandelion) assessed as decrease in length of necrotic lesions at 1 mg/ml by leaf-disk puncture assay",F,,,"Taraxacum officinale",50225,,,,,106774,N,1,Autocuration,1,510736,CHEMBL3052092,,BAO_0000218,,,CLD0
893366,67945,"Mycoherbicidal activity against Cirsium arvense (Canada thistle) assessed as decrease in length of necrotic lesions at 0.5 mg/ml by leaf-disk puncture assay",F,,,"Cirsium arvense",41550,,,,,106768,N,1,Autocuration,1,510734,CHEMBL3050216,,BAO_0000218,,,CLD0
893367,67945,"Mycoherbicidal activity against Rumex confertus (Asian dock) assessed as decrease in length of necrotic lesions at 1 mg/ml by leaf-disk puncture assay",F,,,"Rumex confertus",1215406,,,,,107239,N,1,Autocuration,1,510735,CHEMBL3050217,,BAO_0000218,,,CLD0
893369,67945,"Mycoherbicidal activity against Elymus repens (couch grass) assessed as decrease in length of necrotic lesions at 0.5 mg/ml by leaf-disk puncture assay",F,,,"Elymus repens",52152,,,,,106966,N,1,Autocuration,1,510733,CHEMBL3050219,,BAO_0000218,,,CLD0
893372,67946,"Post-emergence herbicidal activity against Eclipta prostrata assessed as growth inhibition at emulsified concentrate of 75 g/ai ha after 15 days by greenhouse test",F,,,"Eclipta prostrata",53719,,,,,107227,N,1,Autocuration,1,504897,CHEMBL3050222,,BAO_0000218,,,CLD0
893373,67946,"Post-emergence herbicidal activity against Eclipta prostrata assessed as growth inhibition at emulsified concentrate of 37.5 g/ai ha after 15 days by greenhouse test",F,,,"Eclipta prostrata",53719,,,,,107227,N,1,Autocuration,1,504896,CHEMBL3050223,,BAO_0000218,,,CLD0
893374,67946,"Post-emergence herbicidal activity against Rumex acetosa assessed as growth inhibition at emulsified concentrate of 150 g/ai ha after 15 days by greenhouse test",F,,,"Rumex acetosa",41241,,,,,50787,N,1,Autocuration,1,504895,CHEMBL3050224,,BAO_0000218,,,CLD0
893375,67946,"Post-emergence herbicidal activity against Rumex acetosa assessed as growth inhibition at emulsified concentrate of 75 g/ai ha after 15 days by greenhouse test",F,,,"Rumex acetosa",41241,,,,,50787,N,1,Autocuration,1,504894,CHEMBL3050225,,BAO_0000218,,,CLD0
893376,67946,"Post-emergence herbicidal activity against Rumex acetosa assessed as growth inhibition at emulsified concentrate of 37.5 g/ai ha after 15 days by greenhouse test",F,,,"Rumex acetosa",41241,,,,,50787,N,1,Autocuration,1,504893,CHEMBL3050226,,BAO_0000218,,,CLD0
893377,67946,"Post-emergence herbicidal activity against Amaranthus retroflexus assessed as growth inhibition at emulsified concentrate of 75 g/ai ha after 15 days by greenhouse test",F,,,"Amaranthus retroflexus",124763,,,,,101646,N,1,Autocuration,1,504892,CHEMBL3050227,,BAO_0000218,,,CLD0
893378,67946,"Post-emergence herbicidal activity against Amaranthus retroflexus assessed as growth inhibition at emulsified concentrate of 37.5 g/ai ha after 15 days by greenhouse test",F,,,"Amaranthus retroflexus",124763,,,,,101646,N,1,Autocuration,1,504891,CHEMBL3050528,,BAO_0000218,,,CLD0
893379,67946,"Post-emergence herbicidal activity against Cyperus iria assessed as growth inhibition at emulsified concentrate of 150 g/ai ha after 15 days by greenhouse test",F,,,"Cyperus iria",388567,,,,,107235,N,1,Autocuration,1,504890,CHEMBL3050529,,BAO_0000218,,,CLD0
893380,67946,"Post-emergence herbicidal activity against Cyperus iria assessed as growth inhibition at emulsified concentrate of 75 g/ai ha after 15 days by greenhouse test",F,,,"Cyperus iria",388567,,,,,107235,N,1,Autocuration,1,504889,CHEMBL3050530,,BAO_0000218,,,CLD0
893381,67946,"Post-emergence herbicidal activity against Cyperus iria assessed as growth inhibition at emulsified concentrate of 37.5 g/ai ha after 15 days by greenhouse test",F,,,"Cyperus iria",388567,,,,,107235,N,1,Autocuration,1,504888,CHEMBL3050531,,BAO_0000218,,,CLD0
893382,67946,"Post-emergence herbicidal activity against Abutilon theophrasti (velvetleaf) assessed as growth inhibition at emulsified concentrate of 150 g/ai ha after 15 days by greenhouse test",F,,,"Abutilon theophrasti",3631,,,,,101626,N,1,Autocuration,1,504887,CHEMBL3050532,,BAO_0000218,,,CLD0
893383,67946,"Post-emergence herbicidal activity against Abutilon theophrasti (velvetleaf) assessed as growth inhibition at emulsified concentrate of 37.5 g/ai ha after 15 days by greenhouse test",F,,,"Abutilon theophrasti",3631,,,,,101626,N,1,Autocuration,1,504885,CHEMBL3050533,,BAO_0000218,,,CLD0
893384,67946,"Post-emergence herbicidal activity against Abutilon theophrasti (velvetleaf) assessed as growth inhibition at emulsified concentrate of 75 g/ai ha after 15 days by greenhouse test",F,,,"Abutilon theophrasti",3631,,,,,101626,N,1,Autocuration,1,504886,CHEMBL3050534,,BAO_0000218,,,CLD0
893385,67946,"Post-emergence herbicidal activity against Polygonum humifusum assessed as growth inhibition at emulsified concentrate of 150 g/ai ha after 15 days by greenhouse test",F,,,"Polygonum humifusum",669781,,,,,107159,N,1,Autocuration,1,504884,CHEMBL3051229,,BAO_0000218,,,CLD0
893386,67946,"Post-emergence herbicidal activity against Polygonum humifusum assessed as growth inhibition at emulsified concentrate of 75 g/ai ha after 15 days by greenhouse test",F,,,"Polygonum humifusum",669781,,,,,107159,N,1,Autocuration,1,504883,CHEMBL3051230,,BAO_0000218,,,CLD0
893387,67946,"Post-emergence herbicidal activity against Polygonum humifusum assessed as growth inhibition at emulsified concentrate of 37.5 g/ai ha after 15 days by greenhouse test",F,,,"Polygonum humifusum",669781,,,,,107159,N,1,Autocuration,1,504882,CHEMBL3051231,,BAO_0000218,,,CLD0
893388,67946,"Post-emergence herbicidal activity against Brassica juncea assessed as growth inhibition at emulsified concentrate of 75 g/ai ha after 15 days by greenhouse test",F,,,"Brassica juncea",3707,,,,,101687,N,1,Autocuration,1,504881,CHEMBL3051232,,BAO_0000218,,,CLD0
893389,67946,"Post-emergence herbicidal activity against Brassica juncea assessed as growth inhibition at emulsified concentrate of 37.5 g/ai ha after 15 days by greenhouse test",F,,,"Brassica juncea",3707,,,,,101687,N,1,Autocuration,1,504880,CHEMBL3051233,,BAO_0000218,,,CLD0
893390,67946,"Post-emergence herbicidal activity against Eclipta prostrata assessed as growth inhibition at emulsified concentrate of 150 g/ai ha after 15 days by greenhouse test",F,,,"Eclipta prostrata",53719,,,,,107227,N,1,Autocuration,1,504879,CHEMBL3051234,,BAO_0000218,,,CLD0
893391,67946,"Post-emergence herbicidal activity against Amaranthus retroflexus assessed as growth inhibition at emulsified concentrate of 150 g/ai ha after 15 days by greenhouse test",F,,,"Amaranthus retroflexus",124763,,,,,101646,N,1,Autocuration,1,504878,CHEMBL3051235,,BAO_0000218,,,CLD0
893392,67946,"Post-emergence herbicidal activity against Brassica juncea assessed as growth inhibition at emulsified concentrate of 150 g/ai ha after 15 days by greenhouse test",F,,,"Brassica juncea",3707,,,,,101687,N,1,Autocuration,1,504877,CHEMBL3051236,,BAO_0000218,,,CLD0
893393,67946,"Post-emergence herbicidal activity against Poa annua assessed as growth inhibition at emulsified concentrate of 150 g/ai ha after 15 days by greenhouse test",F,,,"Poa annua",93036,,,,,107221,N,1,Autocuration,1,504876,CHEMBL3051237,,BAO_0000218,,,CLD0
893546,67946,"Post-emergence herbicidal activity against Digitaria sanguinalis (hairy crabgrass) assessed as growth inhibition at emulsified concentrate of 150 g/ai ha after 15 days by greenhouse test",F,,,"Digitaria sanguinalis",121769,,,,,101772,N,1,Autocuration,1,504875,CHEMBL3049523,,BAO_0000218,,,CLD0
893547,67946,"Post-emergence herbicidal activity against Echinochloa crus-galli (barnyard grass) assessed as growth inhibition at emulsified concentrate of 150 g/ai ha after 15 days by greenhouse test",F,,,"Echinochloa crus-galli",90397,,,,,50059,N,1,Autocuration,1,504874,CHEMBL3049524,,BAO_0000218,,,CLD0
893672,68066,"Herbicidal activity against Brassica rapa subsp. oleifera assessed as Brassica rapa subsp. oleifera root growth inhibition at 100 mg/L",F,,,"Brassica rapa subsp. oleifera",145471,,,,,101689,N,1,Autocuration,1,502950,CHEMBL3051050,,BAO_0000218,,,CLD0
893723,67895,"Herbicidal activity against hairy Digitaria sanguinalis (hairy crabgrass) assessed as inhibition of herb growth at 150 kg/ha during postemergence treatment protocol",F,,,"Digitaria sanguinalis",121769,,,,,101772,N,1,Autocuration,1,510979,CHEMBL3047979,,BAO_0000218,,,CLD0
893724,67895,"Herbicidal activity against hairy Digitaria sanguinalis (hairy crabgrass) assessed as inhibition of herb growth at 75 kg/ha during postemergence treatment protocol",F,,,"Digitaria sanguinalis",121769,,,,,101772,N,1,Autocuration,1,510980,CHEMBL3047980,,BAO_0000218,,,CLD0
893725,67895,"Herbicidal activity against hairy Digitaria sanguinalis (hairy crabgrass) assessed as inhibition of herb growth at 375 kg/ha during postemergence treatment protocol",F,,,"Digitaria sanguinalis",121769,,,,,101772,N,1,Autocuration,1,510978,CHEMBL3047981,,BAO_0000218,,,CLD0
893726,67895,"Herbicidal activity against hairy Digitaria sanguinalis (hairy crabgrass) assessed as inhibition of herb growth at 750 kg/ha during postemergence treatment protocol",F,,,"Digitaria sanguinalis",121769,,,,,101772,N,1,Autocuration,1,510977,CHEMBL3047982,,BAO_0000218,,,CLD0
893727,67895,"Herbicidal activity against Amaranthus retroflexus assessed as inhibition of herb growth at 150 kg/ha during postemergence treatment protocol",F,,,"Amaranthus retroflexus",124763,,,,,101646,N,1,Autocuration,1,510975,CHEMBL3047983,,BAO_0000218,,,CLD0
893728,67895,"Herbicidal activity against Amaranthus retroflexus assessed as inhibition of herb growth at 75 kg/ha during postemergence treatment protocol",F,,,"Amaranthus retroflexus",124763,,,,,101646,N,1,Autocuration,1,510976,CHEMBL3047984,,BAO_0000218,,,CLD0
893729,67895,"Herbicidal activity against Amaranthus retroflexus assessed as inhibition of herb growth at 375 kg/ha during postemergence treatment protocol",F,,,"Amaranthus retroflexus",124763,,,,,101646,N,1,Autocuration,1,510974,CHEMBL3047985,,BAO_0000218,,,CLD0
893730,67895,"Herbicidal activity against Brassica napus (oilseed rape) assessed as inhibition of herb growth at 75 kg/ha during postemergence treatment protocol",F,,,"Brassica napus",3708,,,,,101688,N,1,Autocuration,1,510972,CHEMBL3050898,,BAO_0000218,,,CLD0
893731,67895,"Herbicidal activity against Amaranthus retroflexus assessed as inhibition of herb growth at 750 kg/ha during postemergence treatment protocol",F,,,"Amaranthus retroflexus",124763,,,,,101646,N,1,Autocuration,1,510973,CHEMBL3050899,,BAO_0000218,,,CLD0
893732,67895,"Herbicidal activity against Brassica napus (oilseed rape) assessed as inhibition of herb growth at 150 kg/ha during postemergence treatment protocol",F,,,"Brassica napus",3708,,,,,101688,N,1,Autocuration,1,510971,CHEMBL3050900,,BAO_0000218,,,CLD0
893733,67895,"Herbicidal activity against Brassica napus (oilseed rape) assessed as inhibition of herb growth at 375 kg/ha during postemergence treatment protocol",F,,,"Brassica napus",3708,,,,,101688,N,1,Autocuration,1,510970,CHEMBL3050901,,BAO_0000218,,,CLD0
893734,67895,"Herbicidal activity against Brassica napus (oilseed rape) assessed as inhibition of herb growth at 750 kg/ha during postemergence treatment protocol",F,,,"Brassica napus",3708,,,,,101688,N,1,Autocuration,1,510968,CHEMBL3050902,,BAO_0000218,,,CLD0
893736,67895,"Herbicidal activity against hairy Digitaria sanguinalis (hairy crabgrass) assessed as inhibition of herb growth at 1.5 kg/ha during preemergence treatment protocol",F,,,"Digitaria sanguinalis",121769,,,,,101772,N,1,Autocuration,1,510958,CHEMBL3050904,,BAO_0000218,,,CLD0
893737,67895,"Herbicidal activity against Medicago sativa (alfalfa) assessed as inhibition of herb growth at 1.5 kg/ha during preemergence treatment protocol",F,,,"Medicago sativa",3879,,,,,101903,N,1,Autocuration,1,510957,CHEMBL3050905,,BAO_0000218,,,CLD0
893738,67895,"Herbicidal activity against Brassica napus (oilseed rape) assessed as inhibition of herb growth at 1.5 kg/ha during preemergence treatment protocol",F,,,"Brassica napus",3708,,,,,101688,N,1,Autocuration,1,510955,CHEMBL3051221,,BAO_0000218,,,CLD0
893894,67895,"Herbicidal activity against Amaranthus retroflexus assessed as inhibition of herb growth at 1.5 kg/ha during preemergence treatment protocol",F,,,"Amaranthus retroflexus",124763,,,,,101646,N,1,Autocuration,1,510956,CHEMBL3049224,,BAO_0000218,,,CLD0
893895,67895,"Herbicidal activity against hairy Digitaria sanguinalis (hairy crabgrass) assessed as inhibition of herb growth at 1.5 kg/ha during postemergence treatment protocol",F,,,"Digitaria sanguinalis",121769,,,,,101772,N,1,Autocuration,1,510952,CHEMBL3049225,,BAO_0000218,,,CLD0
