assay_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue,assay_cell_type,assay_subcellular_fraction,tid,relationship_type,confidence_score,curated_by,src_id,src_assay_id,chembl_id,cell_id,bao_format,tissue_id,variant_id,aidx
38723,7938,"Herbicidal activity against barnyard grass (Echinochloa crusgalli L. Beauv.) as the dose required for 50% control",F,,,"Echinochloa crus-galli",90397,,,,,50059,N,1,Expert,1,,CHEMBL649852,,BAO_0000218,,,CLD0
192375,7938,"Herbicidal activity against green foxtail (Setaria viridis L. Beauv.) as the dose required for 50% control",F,,,"Setaria viridis",4556,,,,,22226,U,0,Autocuration,1,,CHEMBL798680,,BAO_0000019,,,CLD0
206826,7938,"Herbicidal activity against Switch grass (Panicum virgatum L.) as the dose required for 50% control",F,,,"Panicum virgatum",38727,,,,,22226,U,0,Autocuration,1,,CHEMBL808352,,BAO_0000019,,,CLD0
432149,35475,"Herbicidal activity against Brassica campestris L assessed as inhibition of rape root growth at 100 ug/ml",F,,,"Brassica rapa subsp. campestris",145471,,,,,101689,N,1,Autocuration,1,,CHEMBL920640,,BAO_0000218,,,CLD0
432150,35475,"Herbicidal activity against Brassica campestris L assessed as inhibition of rape root growth at 10 ug/ml",F,,,"Brassica rapa subsp. campestris",145471,,,,,101689,N,1,Autocuration,1,,CHEMBL920641,,BAO_0000218,,,CLD0
435383,35700,"Herbicidal activity against Triticum aestivum at 450 g ai/ha in greenhouse in vivo test",F,,,"Triticum aestivum",4565,,,,,50403,N,1,Intermediate,1,,CHEMBL903741,,BAO_0000218,,,CLD0
435384,35700,"Herbicidal activity against Echinochloa crus-galli at 450 g ai/ha in greenhouse in vivo test",F,,,"Echinochloa crus-galli",90397,,,,,50059,N,1,Intermediate,1,,CHEMBL903742,,BAO_0000218,,,CLD0
435385,35700,"Herbicidal activity against Sorghum bicolor at 450 g ai/ha in greenhouse in vivo test",F,,,"Sorghum bicolor",4558,,,,,102086,N,1,Autocuration,1,,CHEMBL903743,,BAO_0000218,,,CLD0
435386,35700,"Herbicidal activity against Brassica campestris at 450 g ai/ha in greenhouse in vivo test",F,,,"Brassica rapa subsp. campestris",145471,,,,,101689,N,1,Autocuration,1,,CHEMBL903744,,BAO_0000218,,,CLD0
435387,35700,"Herbicidal activity against Raphanus sativus at 450 g ai/ha in greenhouse in vivo test",F,,,"Raphanus sativus",3726,,,,,100703,N,1,Intermediate,1,,CHEMBL903745,,BAO_0000218,,,CLD0
435388,35700,"Herbicidal activity against Cucumis sativus at 450 g ai/ha in greenhouse in vivo test",F,,,"Cucumis sativus",3659,,,,,101750,N,1,Autocuration,1,,CHEMBL903746,,BAO_0000218,,,CLD0
443004,36436,"Herbicidal activity against rape assessed as inhibition of root growth at 100 mg/L relative to control",F,,,"Brassica napus",3708,,,,,101688,N,1,Autocuration,1,,CHEMBL892135,,BAO_0000218,,,CLD0
443005,36436,"Herbicidal activity against rape assessed as inhibition of root growth at 10 mg/L relative to control",F,,,"Brassica napus",3708,,,,,101688,N,1,Autocuration,1,,CHEMBL892136,,BAO_0000218,,,CLD0
443006,36436,"Herbicidal activity against barnyard grass assessed as inhibition of root growth at 100 mg/L relative to control",F,,,"Echinochloa crus-galli",90397,,,,,50059,N,1,Intermediate,1,,CHEMBL892137,,BAO_0000218,,,CLD0
443007,36436,"Herbicidal activity against barnyard grass assessed as inhibition of root growth at 10 mg/L relative to control",F,,,"Echinochloa crus-galli",90397,,,,,50059,N,1,Intermediate,1,,CHEMBL892138,,BAO_0000218,,,CLD0
443008,36436,"Herbicidal activity against rape assessed as inhibition of stalk growth at 100 mg/L relative to control",F,,,"Brassica napus",3708,,,,,101688,N,1,Autocuration,1,,CHEMBL892139,,BAO_0000218,,,CLD0
443009,36436,"Herbicidal activity against rape assessed as inhibition of stalk growth at 10 mg/L relative to control",F,,,"Brassica napus",3708,,,,,101688,N,1,Autocuration,1,,CHEMBL892140,,BAO_0000218,,,CLD0
443010,36436,"Herbicidal activity against barnyard grass assessed as inhibition of stalk growth at 100 mg/L relative to control",F,,,"Echinochloa crus-galli",90397,,,,,50059,N,1,Intermediate,1,,CHEMBL892141,,BAO_0000218,,,CLD0
443011,36436,"Herbicidal activity against barnyard grass assessed as inhibition of stalk growth at 10 mg/L relative to control",F,,,"Echinochloa crus-galli",90397,,,,,50059,N,1,Intermediate,1,,CHEMBL892142,,BAO_0000218,,,CLD0
480843,40966,"Herbicidal activity against velvetleaf assessed as seed germination at 2.5 mM after 4 days relative to control",F,,,"Abutilon theophrasti",3631,,,,,101626,N,1,Autocuration,1,,CHEMBL1017320,,BAO_0000218,,,CLD0
480844,40966,"Herbicidal activity against velvetleaf assessed as seed germination at 1 mM after 4 days relative to control",F,,,"Abutilon theophrasti",3631,,,,,101626,N,1,Autocuration,1,,CHEMBL1017321,,BAO_0000218,,,CLD0
480845,40966,"Herbicidal activity against velvetleaf assessed as seed germination at 5 mM after 4 days relative to control",F,,,"Abutilon theophrasti",3631,,,,,101626,N,1,Autocuration,1,,CHEMBL1017322,,BAO_0000218,,,CLD0
480897,40983,"Herbicidal activity against Lepidium sativum assessed as inhibition of radicle growth of seed at 3 to 4 ppm after 69 to 75 hrs in dark",F,,,"Lepidium sativum",33125,,,,,50767,N,1,Autocuration,1,,CHEMBL1018209,,BAO_0000218,,,CLD0
480898,40983,"Herbicidal activity against Lepidium sativum assessed as occurrence of browning and tissue necrosis",F,,,"Lepidium sativum",33125,,,,,50767,N,1,Autocuration,1,,CHEMBL1018210,,BAO_0000218,,,CLD0
480899,40983,"Herbicidal activity against Lepidium sativum assessed as inhibition of radicle growth of seeds at 1 to 2 ppm after 69 to 75 hrs in dark",F,,,"Lepidium sativum",33125,,,,,50767,N,1,Autocuration,1,,CHEMBL1018211,,BAO_0000218,,,CLD0
500292,46709,"Herbicidal activity against Brassica napus at 1.5 kg/hectare administered postemergence of first true leaf measured after 10 days",F,,,"Brassica napus",3708,,,,,101688,N,1,Autocuration,1,,CHEMBL970504,,BAO_0000218,,,CLD0
500293,46709,"Herbicidal activity against Amaranthus retroflexus at 1.5 kg/hectare administered postemergence of first true leaf measured after 10 days",F,,,"Amaranthus retroflexus",124763,,,,,101646,N,1,Autocuration,1,,CHEMBL970505,,BAO_0000218,,,CLD0
500294,46709,"Herbicidal activity against Medicago sativa at 1.5 kg/hectare administered postemergence of first true leaf measured after 10 days",F,,,"Medicago sativa",3879,,,,,101903,N,1,Autocuration,1,,CHEMBL970506,,BAO_0000218,,,CLD0
500295,46709,"Herbicidal activity against Digitaria sanguinalis at 1.5 kg/hectare administered postemergence of first true leaf measured after 10 days",F,,,"Digitaria sanguinalis",121769,,,,,101772,N,1,Autocuration,1,,CHEMBL970507,,BAO_0000218,,,CLD0
500296,46709,"Herbicidal activity against Brassica napus L. at 1.5 kg/hectare administered preemergence of first true leaf measured after 10 days",F,,,"Brassica napus",3708,,,,,101688,N,1,Autocuration,1,,CHEMBL973438,,BAO_0000218,,,CLD0
500297,46709,"Herbicidal activity against Amaranthus retroflexus at 1.5 kg/hectare administered preemergence of first true leaf measured after 10 days",F,,,"Amaranthus retroflexus",124763,,,,,101646,N,1,Autocuration,1,,CHEMBL972478,,BAO_0000218,,,CLD0
500298,46709,"Herbicidal activity against Medicago sativa at 1.5 kg/hectare administered preemergence of first true leaf measured after 10 days",F,,,"Medicago sativa",3879,,,,,101903,N,1,Autocuration,1,,CHEMBL973390,,BAO_0000218,,,CLD0
500299,46709,"Herbicidal activity against Digitaria sanguinalis (L.) Scop. at 1.5 kg/hectare administered preemergence of first true leaf measured after 10 days",F,,,"Digitaria sanguinalis",121769,,,,,101772,N,1,Autocuration,1,,CHEMBL973391,,BAO_0000218,,,CLD0
502733,39843,"Herbicidal activity against Xanthium strumarium assessed as plant death at 7.81 ppm after 2 weeks",F,,,"Xanthium strumarium",318068,,,,,102144,N,1,Autocuration,1,,CHEMBL991103,,BAO_0000218,,,CLD0
502734,39843,"Herbicidal activity against Xanthium strumarium assessed as plant death at 31.25 ppm after 2 weeks",F,,,"Xanthium strumarium",318068,,,,,102144,N,1,Autocuration,1,,CHEMBL991104,,BAO_0000218,,,CLD0
502735,39843,"Herbicidal activity against Ipomoea hederacea assessed as plant death at 31.25 ppm after 2 weeks",F,,,"Ipomoea hederacea",43178,,,,,101854,N,1,Autocuration,1,,CHEMBL991105,,BAO_0000218,,,CLD0
502736,39843,"Herbicidal activity against Ipomoea hederacea assessed as plant death at 15.63 ppm after 2 weeks",F,,,"Ipomoea hederacea",43178,,,,,101854,N,1,Autocuration,1,,CHEMBL991106,,BAO_0000218,,,CLD0
502737,39843,"Herbicidal activity against Ipomoea hederacea assessed as plant death at 7.81 ppm after 2 weeks",F,,,"Ipomoea hederacea",43178,,,,,101854,N,1,Autocuration,1,,CHEMBL991107,,BAO_0000218,,,CLD0
502738,39843,"Herbicidal activity against Amaranthus sp. assessed as plant death at 31.25 ppm after 2 weeks",F,,,Amaranthus,3564,,,,,50322,N,1,Autocuration,1,,CHEMBL991108,,BAO_0000218,,,CLD0
502739,39843,"Herbicidal activity against Amaranthus sp. assessed as plant death at 15.63 ppm after 2 weeks",F,,,Amaranthus,3564,,,,,50322,N,1,Autocuration,1,,CHEMBL991945,,BAO_0000218,,,CLD0
502740,39843,"Herbicidal activity against Amaranthus sp. assessed as plant death at 7.81 ppm after 2 weeks",F,,,Amaranthus,3564,,,,,50322,N,1,Autocuration,1,,CHEMBL991946,,BAO_0000218,,,CLD0
502741,39843,"Herbicidal activity against Abutilon theophrasti assessed as plant death at 7.81 ppm after 2 weeks",F,,,"Abutilon theophrasti",3631,,,,,101626,N,1,Autocuration,1,,CHEMBL991947,,BAO_0000218,,,CLD0
502742,39843,"Herbicidal activity against Fallopia convolvulus assessed as plant death at 31.25 ppm after 2 weeks",F,,,"Fallopia convolvulus",76029,,,,,101793,N,1,Autocuration,1,,CHEMBL991948,,BAO_0000218,,,CLD0
502743,39843,"Herbicidal activity against Fallopia convolvulus assessed as plant death at 15.63 ppm after 2 weeks",F,,,"Fallopia convolvulus",76029,,,,,101793,N,1,Autocuration,1,,CHEMBL991949,,BAO_0000218,,,CLD0
502744,39843,"Herbicidal activity against Zea mays assessed as plant death at 15.63 ppm after 2 weeks",F,,,"Zea mays",4577,,,,,50337,N,1,Autocuration,1,,CHEMBL991950,,BAO_0000218,,,CLD0
502745,39843,"Herbicidal activity against Zea mays assessed as plant death at 7.81 ppm after 2 weeks",F,,,"Zea mays",4577,,,,,50337,N,1,Autocuration,1,,CHEMBL991951,,BAO_0000218,,,CLD0
502746,39843,"Herbicidal activity against Triticum aestivum assessed as plant death at 15.63 ppm after 2 weeks",F,,,"Triticum aestivum",4565,,,,,50403,N,1,Autocuration,1,,CHEMBL991952,,BAO_0000218,,,CLD0
502747,39843,"Herbicidal activity against Triticum aestivum assessed as plant death at 7.81 ppm after 2 weeks",F,,,"Triticum aestivum",4565,,,,,50403,N,1,Autocuration,1,,CHEMBL991953,,BAO_0000218,,,CLD0
502748,39843,"Herbicidal activity against Echinochloa crus-galli assessed as plant death at 7.81 ppm after 2 weeks",F,,,"Echinochloa crus-galli",90397,,,,,50059,N,1,Autocuration,1,,CHEMBL991954,,BAO_0000218,,,CLD0
502749,39843,"Herbicidal activity against Setaria faberi assessed as plant death at 15.63 ppm after 2 weeks",F,,,"Setaria faberi",149378,,,,,102076,N,1,Autocuration,1,,CHEMBL991955,,BAO_0000218,,,CLD0
502750,39843,"Herbicidal activity against Setaria faberi assessed as plant death at 7.81 ppm after 2 weeks",F,,,"Setaria faberi",149378,,,,,102076,N,1,Autocuration,1,,CHEMBL991956,,BAO_0000218,,,CLD0
502751,39843,"Herbicidal activity against Sorghum bicolor assessed as plant death at 31.25 ppm after 2 weeks",F,,,"Sorghum bicolor",4558,,,,,102086,N,1,Autocuration,1,,CHEMBL991957,,BAO_0000218,,,CLD0
502752,39843,"Herbicidal activity against Sorghum bicolor assessed as plant death at 15.63 ppm after 2 weeks",F,,,"Sorghum bicolor",4558,,,,,102086,N,1,Autocuration,1,,CHEMBL991958,,BAO_0000218,,,CLD0
502753,39843,"Herbicidal activity against Sorghum bicolor assessed as plant death at 7.81 ppm after 2 weeks",F,,,"Sorghum bicolor",4558,,,,,102086,N,1,Autocuration,1,,CHEMBL991959,,BAO_0000218,,,CLD0
502754,39843,"Herbicidal activity against Avena sativa assessed as plant death at 31.25 ppm after 2 weeks",F,,,"Avena sativa",4498,,,,,101663,N,1,Autocuration,1,,CHEMBL991960,,BAO_0000218,,,CLD0
502755,39843,"Herbicidal activity against Avena sativa assessed as plant death at 15.63 ppm after 2 weeks",F,,,"Avena sativa",4498,,,,,101663,N,1,Autocuration,1,,CHEMBL991961,,BAO_0000218,,,CLD0
502756,39843,"Herbicidal activity against Avena sativa assessed as plant death at 7.81 ppm after 2 weeks",F,,,"Avena sativa",4498,,,,,101663,N,1,Autocuration,1,,CHEMBL991962,,BAO_0000218,,,CLD0
502757,39843,"Herbicidal activity against Digitaria sanguinalis assessed as plant death at 7.81 ppm after 2 weeks",F,,,"Digitaria sanguinalis",121769,,,,,101772,N,1,Autocuration,1,,CHEMBL991963,,BAO_0000218,,,CLD0
504684,40523,"Herbicidal activity against tomato seedlings assessed as inhibition of rootlet elongation at 100 uM",F,,,"Solanum lycopersicum",4081,,,,,102082,N,1,Autocuration,1,,CHEMBL989457,,BAO_0000218,,,CLD0
529198,43408,"Herbicidal activity against Chlorella fusca at 10 mg/mL by agar diffusion test",F,,,"Chlorella fusca",3073,,,,,102148,N,1,Autocuration,1,,CHEMBL974974,,BAO_0000218,,,CLD0
529199,43408,"Herbicidal activity against Lemna minor assessed as growth inhibition at 10 mg/mL after 1 and 6 days relative to control",F,,,"Lemna minor",4472,,,,,101876,N,1,Autocuration,1,,CHEMBL974975,,BAO_0000218,,,CLD0
529200,43408,"Herbicidal activity against Lepidium sativum assessed as growth inhibition at 10 mg/mL relative to control",F,,,"Lepidium sativum",33125,,,,,50767,N,1,Autocuration,1,,CHEMBL974976,,BAO_0000218,,,CLD0
531214,41971,"Herbicidal activity in Spinacia oleracea assessed as inhibition of photosynthetic electron transport by decrease in oxygen evolution",F,,,"Spinacia oleracea",3562,,,,,50391,N,1,Autocuration,1,,CHEMBL983402,,BAO_0000218,,,CLD0
531215,41971,"Herbicidal activity against Chlorella vulgaris Beij assessed as decrease in chlorophyll content after 7 days",F,,,"Chlorella vulgaris",3077,,,,,101722,N,1,Autocuration,1,,CHEMBL983403,,BAO_0000218,,,CLD0
892133,68016,"Post-emergence herbicidal activity against Abutilon theophrasti (velvetleaf) assessed as growth inhibition at 75 ai g/ha after 20 days by green house test",F,,,"Abutilon theophrasti",3631,,,,,101626,N,1,Autocuration,1,504656,CHEMBL3049972,,BAO_0000218,,,CLD0
892134,68016,"Pre-emergence herbicidal activity against Abutilon theophrasti (velvetleaf) assessed as growth inhibition at 450 ai g/ha after 20 days by green house test",F,,,"Abutilon theophrasti",3631,,,,,101626,N,1,Autocuration,1,504655,CHEMBL3049973,,BAO_0000218,,,CLD0
892135,68016,"Pre-emergence herbicidal activity against Abutilon theophrasti (velvetleaf) assessed as growth inhibition at 150 ai g/ha after 20 days by green house test",F,,,"Abutilon theophrasti",3631,,,,,101626,N,1,Autocuration,1,504654,CHEMBL3049974,,BAO_0000218,,,CLD0
892136,68016,"Pre-emergence herbicidal activity against Abutilon theophrasti (velvetleaf) assessed as growth inhibition at 75 ai g/ha after 20 days by green house test",F,,,"Abutilon theophrasti",3631,,,,,101626,N,1,Autocuration,1,504653,CHEMBL3049975,,BAO_0000218,,,CLD0
892137,68016,"Herbicidal activity against Cucumis sativus Jin 4 (cucumber) assessed as inhibition of stem growth after 3 days",F,,,"Cucumis sativus",3659,"Jin 4",,,,101750,N,1,Autocuration,1,504652,CHEMBL3049976,,BAO_0000218,,,CLD0
892138,68016,"Herbicidal activity against Cucumis sativus Jin 4 (cucumber) assessed as inhibition of root growth after 3 days",F,,,"Cucumis sativus",3659,"Jin 4",,,,101750,N,1,Autocuration,1,504651,CHEMBL3051707,,BAO_0000218,,,CLD0
892139,68016,"Post-emergence herbicidal activity against Medicago sativa (alfalfa) assessed as growth inhibition at 1500 ai g/ha after 20 days by green house test",F,,,"Medicago sativa",3879,,,,,101903,N,1,Autocuration,1,504650,CHEMBL3050361,,BAO_0000218,,,CLD0
892140,68016,"Post-emergence herbicidal activity against Amaranthus retroflexus assessed as growth inhibition at 1500 ai g/ha after 20 days by green house test",F,,,"Amaranthus retroflexus",124763,,,,,101646,N,1,Autocuration,1,504649,CHEMBL3050362,,BAO_0000218,,,CLD0
892141,68016,"Post-emergence herbicidal activity against Brassica rapa subsp. oleifera Si Yue Man assessed as growth inhibition at 1500 ai g/ha after 20 days by green house test",F,,,"Brassica rapa subsp. oleifera",145471,"Si Yue Man",,,,101689,N,1,Autocuration,1,504648,CHEMBL3050363,,BAO_0000218,,,CLD0
892142,68016,"Post-emergence herbicidal activity against Digitaria sanguinalis (hairy crabgrass) assessed as growth inhibition at 1500 ai g/ha after 20 days by green house test",F,,,"Digitaria sanguinalis",121769,,,,,101772,N,1,Autocuration,1,504647,CHEMBL3050364,,BAO_0000218,,,CLD0
892143,68016,"Post-emergence herbicidal activity against Echinochloa crus-galli (barnyard grass) assessed as growth inhibition at 1500 ai g/ha after 20 days by green house test",F,,,"Echinochloa crus-galli",90397,,,,,50059,N,1,Autocuration,1,504646,CHEMBL3050365,,BAO_0000218,,,CLD0
892144,68016,"Pre-emergence herbicidal activity against Medicago sativa (alfalfa) assessed as growth inhibition at 1500 ai g/ha after 20 days by green house test",F,,,"Medicago sativa",3879,,,,,101903,N,1,Autocuration,1,504645,CHEMBL3050366,,BAO_0000218,,,CLD0
892145,68016,"Pre-emergence herbicidal activity against Amaranthus retroflexus assessed as growth inhibition at 1500 ai g/ha after 20 days by green house test",F,,,"Amaranthus retroflexus",124763,,,,,101646,N,1,Autocuration,1,504644,CHEMBL3050367,,BAO_0000218,,,CLD0
892146,68016,"Pre-emergence herbicidal activity against Brassica rapa subsp. oleifera Si Yue Man assessed as growth inhibition at 1500 ai g/ha after 20 days by green house test",F,,,"Brassica rapa subsp. oleifera",145471,"Si Yue Man",,,,101689,N,1,Autocuration,1,504643,CHEMBL3050368,,BAO_0000218,,,CLD0
892147,68016,"Pre-emergence herbicidal activity against Digitaria sanguinalis (hairy crabgrass) assessed as growth inhibition at 1500 ai g/ha after 20 days by green house test",F,,,"Digitaria sanguinalis",121769,,,,,101772,N,1,Autocuration,1,504642,CHEMBL3050369,,BAO_0000218,,,CLD0
892148,68016,"Pre-emergence herbicidal activity against Echinochloa crus-galli (barnyard grass) assessed as growth inhibition at 1500 ai g/ha after 20 days by green house test",F,,,"Echinochloa crus-galli",90397,,,,,50059,N,1,Autocuration,1,504641,CHEMBL3050370,,BAO_0000218,,,CLD0
892291,67978,"Herbicidal activity against Convolvulus arvensis assessed as inhibition of fresh weed plant weights at 1404 g ai/ha using pre-emergence treatment protocol under field trials conditions measured 30 days post soil treatment relative to untreated control",F,,,"Convolvulus arvensis",4123,,,,,107055,N,1,Autocuration,1,508054,CHEMBL3048784,,BAO_0000218,,,CLD0
892292,67978,"Herbicidal activity against Convolvulus arvensis assessed as inhibition of fresh weed plant weights at 800 g ai/ha using pre-emergence treatment protocol under field trials conditions measured 30 days post soil treatment relative to untreated control",F,,,"Convolvulus arvensis",4123,,,,,107055,N,1,Autocuration,1,508053,CHEMBL3048785,,BAO_0000218,,,CLD0
892293,67978,"Herbicidal activity against Convolvulus arvensis assessed as inhibition of fresh weed plant weights at 600 g ai/ha using pre-emergence treatment protocol under field trials conditions measured 30 days post soil treatment relative to untreated control",F,,,"Convolvulus arvensis",4123,,,,,107055,N,1,Autocuration,1,508052,CHEMBL3048786,,BAO_0000218,,,CLD0
892294,67978,"Herbicidal activity against Convolvulus arvensis assessed as inhibition of fresh weed plant weights at 400 g ai/ha using pre-emergence treatment protocol under field trials conditions measured 30 days post soil treatment relative to untreated control",F,,,"Convolvulus arvensis",4123,,,,,107055,N,1,Autocuration,1,508051,CHEMBL3048787,,BAO_0000218,,,CLD0
892295,67978,"Herbicidal activity against Convolvulus arvensis assessed as inhibition of fresh weed plant weights at 300 g ai/ha using pre-emergence treatment protocol under field trials conditions measured 30 days post soil treatment relative to untreated control",F,,,"Convolvulus arvensis",4123,,,,,107055,N,1,Autocuration,1,508050,CHEMBL3048788,,BAO_0000218,,,CLD0
892296,67978,"Herbicidal activity against Portulaca oleracea assessed as inhibition of fresh weed plant weights at 1404 g ai/ha using pre-emergence treatment protocol under field trials conditions measured 30 days post soil treatment relative to untreated control",F,,,"Portulaca oleracea",46147,,,,,106864,N,1,Autocuration,1,508049,CHEMBL3048789,,BAO_0000218,,,CLD0
892297,67978,"Herbicidal activity against Portulaca oleracea assessed as inhibition of fresh weed plant weights at 800 g ai/ha using pre-emergence treatment protocol under field trials conditions measured 30 days post soil treatment relative to untreated control",F,,,"Portulaca oleracea",46147,,,,,106864,N,1,Autocuration,1,508048,CHEMBL3048790,,BAO_0000218,,,CLD0
892298,67978,"Herbicidal activity against Portulaca oleracea assessed as inhibition of fresh weed plant weights at 600 g ai/ha using pre-emergence treatment protocol under field trials conditions measured 30 days post soil treatment relative to untreated control",F,,,"Portulaca oleracea",46147,,,,,106864,N,1,Autocuration,1,508047,CHEMBL3048791,,BAO_0000218,,,CLD0
892299,67978,"Herbicidal activity against Portulaca oleracea assessed as inhibition of fresh weed plant weights at 400 g ai/ha using pre-emergence treatment protocol under field trials conditions measured 30 days post soil treatment relative to untreated control",F,,,"Portulaca oleracea",46147,,,,,106864,N,1,Autocuration,1,508046,CHEMBL3048792,,BAO_0000218,,,CLD0
892300,67978,"Herbicidal activity against Portulaca oleracea assessed as inhibition of fresh weed plant weights at 300 g ai/ha using pre-emergence treatment protocol under field trials conditions measured 30 days post soil treatment relative to untreated control",F,,,"Portulaca oleracea",46147,,,,,106864,N,1,Autocuration,1,508045,CHEMBL3049084,,BAO_0000218,,,CLD0
892301,67978,"Herbicidal activity against Eleusine indica assessed as inhibition of fresh weed plant weights at 1404 g ai/ha using pre-emergence treatment protocol under field trials conditions measured 30 days post soil treatment relative to untreated control",F,,,"Eleusine indica",29674,,,,,107139,N,1,Autocuration,1,507999,CHEMBL3049085,,BAO_0000218,,,CLD0
892302,67978,"Herbicidal activity against Eleusine indica assessed as inhibition of fresh weed plant weights at 800 g ai/ha using pre-emergence treatment protocol under field trials conditions measured 30 days post soil treatment relative to untreated control",F,,,"Eleusine indica",29674,,,,,107139,N,1,Autocuration,1,507998,CHEMBL3049086,,BAO_0000218,,,CLD0
892303,67978,"Herbicidal activity against Eleusine indica assessed as inhibition of fresh weed plant weights at 600 g ai/ha using pre-emergence treatment protocol under field trials conditions measured 30 days post soil treatment relative to untreated control",F,,,"Eleusine indica",29674,,,,,107139,N,1,Autocuration,1,507997,CHEMBL3049087,,BAO_0000218,,,CLD0
892304,67978,"Herbicidal activity against Eleusine indica assessed as inhibition of fresh weed plant weights at 400 g ai/ha using pre-emergence treatment protocol under field trials conditions measured 30 days post soil treatment relative to untreated control",F,,,"Eleusine indica",29674,,,,,107139,N,1,Autocuration,1,507995,CHEMBL3049088,,BAO_0000218,,,CLD0
892305,67978,"Herbicidal activity against Eleusine indica assessed as inhibition of fresh weed plant weights at 300 g ai/ha using pre-emergence treatment protocol under field trials conditions measured 30 days post soil treatment relative to untreated control",F,,,"Eleusine indica",29674,,,,,107139,N,1,Autocuration,1,507994,CHEMBL3049089,,BAO_0000218,,,CLD0
892306,67978,"Herbicidal activity against Echinochloa crus-galli (barnyard grass) assessed as inhibition of fresh weed plant weights at 1404 g ai/ha using pre-emergence treatment protocol under field trials conditions measured 30 days post soil treatment relative to untreated control",F,,,"Echinochloa crus-galli",90397,,,,,50059,N,1,Autocuration,1,507987,CHEMBL3049090,,BAO_0000218,,,CLD0
892307,67978,"Herbicidal activity against Echinochloa crus-galli (barnyard grass) assessed as inhibition of fresh weed plant weights at 800 g ai/ha using pre-emergence treatment protocol under field trials conditions measured 30 days post soil treatment relative to untreated control",F,,,"Echinochloa crus-galli",90397,,,,,50059,N,1,Autocuration,1,507984,CHEMBL3049091,,BAO_0000218,,,CLD0
892308,67978,"Herbicidal activity against Echinochloa crus-galli (barnyard grass) assessed as inhibition of fresh weed plant weights at 600 g ai/ha using pre-emergence treatment protocol under field trials conditions measured 30 days post soil treatment relative to untreated control",F,,,"Echinochloa crus-galli",90397,,,,,50059,N,1,Autocuration,1,507983,CHEMBL3049092,,BAO_0000218,,,CLD0
892309,67978,"Herbicidal activity against Echinochloa crus-galli (barnyard grass) assessed as inhibition of fresh weed plant weights at 400 g ai/ha using pre-emergence treatment protocol under field trials conditions measured 30 days post soil treatment relative to untreated control",F,,,"Echinochloa crus-galli",90397,,,,,50059,N,1,Autocuration,1,507982,CHEMBL3049093,,BAO_0000218,,,CLD0
892310,67978,"Herbicidal activity against Echinochloa crus-galli (barnyard grass) assessed as inhibition of fresh weed plant weights at 300 g ai/ha using pre-emergence treatment protocol under field trials conditions measured 30 days post soil treatment relative to untreated control",F,,,"Echinochloa crus-galli",90397,,,,,50059,N,1,Autocuration,1,507980,CHEMBL3049094,,BAO_0000218,,,CLD0
892311,67978,"Herbicidal activity against Digitaria sanguinalis (hairy crabgrass) assessed as inhibition of fresh weed plant weights at 1404 g ai/ha using pre-emergence treatment protocol under field trials conditions measured 30 days post soil treatment relative to untreated control",F,,,"Digitaria sanguinalis",121769,,,,,101772,N,1,Autocuration,1,507979,CHEMBL3049095,,BAO_0000218,,,CLD0
892312,67978,"Herbicidal activity against Digitaria sanguinalis (hairy crabgrass) assessed as inhibition of fresh weed plant weights at 800 g ai/ha using pre-emergence treatment protocol under field trials conditions measured 30 days post soil treatment relative to untreated control",F,,,"Digitaria sanguinalis",121769,,,,,101772,N,1,Autocuration,1,507978,CHEMBL3049450,,BAO_0000218,,,CLD0
892313,67978,"Herbicidal activity against Digitaria sanguinalis (hairy crabgrass) assessed as inhibition of fresh weed plant weights at 600 g ai/ha using pre-emergence treatment protocol under field trials conditions measured 30 days post soil treatment relative to untreated control",F,,,"Digitaria sanguinalis",121769,,,,,101772,N,1,Autocuration,1,507977,CHEMBL3049451,,BAO_0000218,,,CLD0
892314,67978,"Herbicidal activity against Digitaria sanguinalis (hairy crabgrass) assessed as inhibition of fresh weed plant weights at 400 g ai/ha using pre-emergence treatment protocol under field trials conditions measured 30 days post soil treatment relative to untreated control",F,,,"Digitaria sanguinalis",121769,,,,,101772,N,1,Autocuration,1,507976,CHEMBL3049452,,BAO_0000218,,,CLD0
892315,67978,"Herbicidal activity against Digitaria sanguinalis (hairy crabgrass) assessed as inhibition of fresh weed plant weights at 300 g ai/ha using pre-emergence treatment protocol under field trials conditions measured 30 days post soil treatment relative to untreated control",F,,,"Digitaria sanguinalis",121769,,,,,101772,N,1,Autocuration,1,507975,CHEMBL3049717,,BAO_0000218,,,CLD0
892327,68020,"Herbicidal activity against Abutilon theophrasti (velvetleaf) assessed as growth inhibition at 75 g/ha postemergence treatment measured after 15 days by Greenhouse test",F,,,"Abutilon theophrasti",3631,,,,,101626,N,1,Autocuration,1,505368,CHEMBL3049729,,BAO_0000218,,,CLD0
892328,68020,"Herbicidal activity against Brassica juncea assessed as growth inhibition at 75 g/ha postemergence treatment measured after 15 days by Greenhouse test",F,,,"Brassica juncea",3707,,,,,101687,N,1,Autocuration,1,505367,CHEMBL3049730,,BAO_0000218,,,CLD0
